id,relation,source,target
329063,r_dns_a,Domain_1405a5370f9e69dc8426c6ab8e846f8f6114168eee03ddc20b13bc693531fb68,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
329107,r_dns_a,Domain_1405a5370f9e69dc8426c6ab8e846f8f6114168eee03ddc20b13bc693531fb68,IP_db9acd61a38f519ad03241a434be5b98b2ccf1ca7f7411c5100a2a980b4b281a
329115,r_subdomain,Domain_4eadc69eb964015df34fac6feb79b71ef7a13fbe8b13086fdccc3d29caf81f49,Domain_094d4f99eb93e9123250d6ce0ae0f1bd474fc2f2e8a3bd38d581d2d2d436745e
329124,r_whois_name,Domain_1405a5370f9e69dc8426c6ab8e846f8f6114168eee03ddc20b13bc693531fb68,Whois_Name_ad130243b90dfc30bb360bbd51abc481ef175b1a52632e07818ba07a6f3a8375
329145,r_cert,Domain_1405a5370f9e69dc8426c6ab8e846f8f6114168eee03ddc20b13bc693531fb68,Cert_5f48ea2ddc5c6bb7a48edbd50ae74a434beb631eb7680b4b2d538626184333f0
329184,r_dns_a,Domain_4eadc69eb964015df34fac6feb79b71ef7a13fbe8b13086fdccc3d29caf81f49,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
329238,r_subdomain,Domain_aa350cc1701a89ef45aef167b94d1dd3a1a2acc7f282c5785ed438d74465c849,Domain_3a25036b9c2278f749c873b765ad0a3040cd19e6bc8da2d15cd1c5177fcf66da
329240,r_dns_a,Domain_4eadc69eb964015df34fac6feb79b71ef7a13fbe8b13086fdccc3d29caf81f49,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
329318,r_dns_a,Domain_aa350cc1701a89ef45aef167b94d1dd3a1a2acc7f282c5785ed438d74465c849,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
329348,r_subdomain,Domain_8d3e43cb8deddaf344c3245db0a1ea5293d730e028e6bc1e9d82cf14ab92bd08,Domain_2992a80c267c4598beae79f02227d5ab9b48f2a9e41b5e97bb1a793edd99e576
329378,r_dns_a,Domain_aa350cc1701a89ef45aef167b94d1dd3a1a2acc7f282c5785ed438d74465c849,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
329411,r_dns_a,Domain_8d3e43cb8deddaf344c3245db0a1ea5293d730e028e6bc1e9d82cf14ab92bd08,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
329428,r_subdomain,Domain_cc97147ecad04a141acf77ce3ca477871857227e475d02a851fabb6c89aec6a6,Domain_e4abad13d8f95d5e4a973add90143168aa18466a8ae0c9700ef190f7a69de3d8
329447,r_cert,Domain_aa350cc1701a89ef45aef167b94d1dd3a1a2acc7f282c5785ed438d74465c849,Cert_7eb14bc885b9cb855bc659e5ebda4032a01f87caa3b349a39e60842b7f1bd0c4
329464,r_dns_a,Domain_8d3e43cb8deddaf344c3245db0a1ea5293d730e028e6bc1e9d82cf14ab92bd08,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
329493,r_dns_a,Domain_cc97147ecad04a141acf77ce3ca477871857227e475d02a851fabb6c89aec6a6,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
329539,r_cert,Domain_8d3e43cb8deddaf344c3245db0a1ea5293d730e028e6bc1e9d82cf14ab92bd08,Cert_d909089196dce550a9427553eafcb0463223610440366fbe1bae5c5586bcd245
329548,r_dns_a,Domain_cc97147ecad04a141acf77ce3ca477871857227e475d02a851fabb6c89aec6a6,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
329614,r_subdomain,Domain_77faf20fa87a52850ba6ff9881950879c74b01dfb26d4de71955f4fdb1b4c4d5,Domain_9d2230e9614e9c262bc2bb592521d228f6ddd1ab86a831823f0b84fff09fbe92
329684,r_dns_a,Domain_77faf20fa87a52850ba6ff9881950879c74b01dfb26d4de71955f4fdb1b4c4d5,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
329688,r_subdomain,Domain_3a7971c7188d7d05f82466660895804b38ba8167412737c4ec6f6d9d0bb38fad,Domain_d6041bb7906e9f36e01256e211c9aa8b61eb3204512543e1fad942bb3bf59559
329735,r_dns_a,Domain_77faf20fa87a52850ba6ff9881950879c74b01dfb26d4de71955f4fdb1b4c4d5,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
329757,r_dns_a,Domain_3a7971c7188d7d05f82466660895804b38ba8167412737c4ec6f6d9d0bb38fad,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
329800,r_subdomain,Domain_b0804635a6b9fb3118bd17d03ee685ba9044ba785c3b12d27b2d5c2cbb947bc9,Domain_6b249e55813c3e687c1482cea27c2c27e4c4ac8577bbfd19b4c8af927f956d36
329812,r_dns_a,Domain_3a7971c7188d7d05f82466660895804b38ba8167412737c4ec6f6d9d0bb38fad,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
329865,r_dns_a,Domain_b0804635a6b9fb3118bd17d03ee685ba9044ba785c3b12d27b2d5c2cbb947bc9,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
329902,r_subdomain,Domain_2bfbeb074b65e9540e1cb0e987411e5cb4400ab0e6576bfa49c1e16ce0193216,Domain_c93f1b69f3c648174bee873b400df5e3f6922834ffc9e1264af2dbe6a1653797
329915,r_dns_a,Domain_b0804635a6b9fb3118bd17d03ee685ba9044ba785c3b12d27b2d5c2cbb947bc9,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
329970,r_dns_a,Domain_2bfbeb074b65e9540e1cb0e987411e5cb4400ab0e6576bfa49c1e16ce0193216,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
329977,r_dns_a,Domain_b0804635a6b9fb3118bd17d03ee685ba9044ba785c3b12d27b2d5c2cbb947bc9,IP_261e46fd6c4fe391f24aa1b5d30af4e19176d5565af3d5722559636e5e0d403a
329997,r_subdomain,Domain_46678a347cfc79345c1dc22215d38508c8520362e99892f558c07034061b805c,Domain_3a2b1540db0cb4d400efe3504c28079198e269fa9639c33fbdb8a7443b9ceea6
330010,r_cert,Domain_b0804635a6b9fb3118bd17d03ee685ba9044ba785c3b12d27b2d5c2cbb947bc9,Cert_68587bb52f9063fa9317bdd94447a30a34a223f7f3cc72111c6aa19cc28a2be6
330015,r_dns_a,Domain_2bfbeb074b65e9540e1cb0e987411e5cb4400ab0e6576bfa49c1e16ce0193216,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330059,r_dns_a,Domain_46678a347cfc79345c1dc22215d38508c8520362e99892f558c07034061b805c,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330082,r_subdomain,Domain_2961edfb9c1f4b12b29ce08209cc82256a32318c0622f70e08294e0319b0eb7e,Domain_c4b334cc5567d26f16467b9f5e6a72239b73006f28966088992427c9b520489e
330107,r_dns_a,Domain_46678a347cfc79345c1dc22215d38508c8520362e99892f558c07034061b805c,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330128,r_dns_a,Domain_2961edfb9c1f4b12b29ce08209cc82256a32318c0622f70e08294e0319b0eb7e,IP_796bd9a4b8a2a0413cfe046f28c87b87b81eb981b70fbae75cfd41fd05d02714
330142,r_subdomain,Domain_8785c043a43b5d98ae78948c5b814d159f82242ca9b357da0c8624140ebc54fa,Domain_c4d07ec193653873c0e9290a2622b6def52b17ff228e0d5b23924329c2b2c510
330143,r_dns_a,Domain_2961edfb9c1f4b12b29ce08209cc82256a32318c0622f70e08294e0319b0eb7e,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330164,r_whois_name,Domain_46678a347cfc79345c1dc22215d38508c8520362e99892f558c07034061b805c,Whois_Name_296d8458ba1de471812ebb66d6d385dcffb612802416c4305b30fbd6b903f713
330188,r_cert,Domain_46678a347cfc79345c1dc22215d38508c8520362e99892f558c07034061b805c,Cert_da2aecc2c37db69ee7552fc059615684e95f4e0263c773b3ae3791ebf7fb0159
330193,r_dns_a,Domain_2961edfb9c1f4b12b29ce08209cc82256a32318c0622f70e08294e0319b0eb7e,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330209,r_dns_a,Domain_8785c043a43b5d98ae78948c5b814d159f82242ca9b357da0c8624140ebc54fa,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330234,r_subdomain,Domain_5d886916151f1b49748681281fb054120edc83f876b2c6b1ecd6a16b13019be7,Domain_bc9104677ca2dc170ae1866a92be830ce9c376c6eec8fe4b7f7913a1afb78ef7
330255,r_cert,Domain_2961edfb9c1f4b12b29ce08209cc82256a32318c0622f70e08294e0319b0eb7e,Cert_9d470dd847c1e6bbe07e17d0fc82b360bb81ee318256b95787137e2366d9b524
330259,r_dns_a,Domain_8785c043a43b5d98ae78948c5b814d159f82242ca9b357da0c8624140ebc54fa,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330295,r_dns_a,Domain_5d886916151f1b49748681281fb054120edc83f876b2c6b1ecd6a16b13019be7,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330323,r_subdomain,Domain_5c59b265f6265035cbdfd5c02976b361c1ac08c853b83bb79f83783169ca74b1,Domain_7e365b5787e91caa7cd16d2ddcfb32b6e19f40ae71d4503d4d1ca3beee3a652c
330345,r_dns_a,Domain_5d886916151f1b49748681281fb054120edc83f876b2c6b1ecd6a16b13019be7,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330386,r_dns_a,Domain_5c59b265f6265035cbdfd5c02976b361c1ac08c853b83bb79f83783169ca74b1,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330400,r_subdomain,Domain_5828afa7b223e1a72654a5fe767cd892e46f8cf1be05a1a29e8719ae84d301ae,Domain_5a05e4be2eafc74a262c3db90317d3138412755fe2b903c88ebd85a0f959c50c
330407,r_whois_name,Domain_5d886916151f1b49748681281fb054120edc83f876b2c6b1ecd6a16b13019be7,Whois_Name_b54289ed936ee2a7e832087a20034c38bf7932616e1f1d2576edcbe333444f82
330436,r_dns_a,Domain_5c59b265f6265035cbdfd5c02976b361c1ac08c853b83bb79f83783169ca74b1,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330462,r_dns_a,Domain_5828afa7b223e1a72654a5fe767cd892e46f8cf1be05a1a29e8719ae84d301ae,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330486,r_subdomain,Domain_4575b102626ff409240ccc96e0dadfe35a6c5a6906e2e798f3557eef86b0d62f,Domain_b1f5192bc54d62c2ac82d01863b2d710e123ae2f1d31ce79eca0f59cca83c602
330495,r_cert,Domain_5c59b265f6265035cbdfd5c02976b361c1ac08c853b83bb79f83783169ca74b1,Cert_998efe1b9a7d5bb03bf1a6ff84a26e6e7f212ac9268670978918bf71766ea8ab
330516,r_dns_a,Domain_5828afa7b223e1a72654a5fe767cd892e46f8cf1be05a1a29e8719ae84d301ae,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330548,r_dns_a,Domain_4575b102626ff409240ccc96e0dadfe35a6c5a6906e2e798f3557eef86b0d62f,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330563,r_subdomain,Domain_c379e196394439bc1ffe68cf0dd0482135cb4890ea7daa11c3f30304fb1c83c1,Domain_0618f4f631d80aa1c630f9a95c40a83db410a0a708d859373e80fae1f260bb31
330596,r_dns_a,Domain_4575b102626ff409240ccc96e0dadfe35a6c5a6906e2e798f3557eef86b0d62f,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330629,r_dns_a,Domain_c379e196394439bc1ffe68cf0dd0482135cb4890ea7daa11c3f30304fb1c83c1,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330633,r_subdomain,Domain_197a8b7886eddcf5227cbc2507b48a4e04b7d81d5f25a7f071a756d860b0b345,Domain_48fc403042e379c17053f2cda3403257b89c1666f2e4141da4252d117689292a
330649,r_whois_name,Domain_4575b102626ff409240ccc96e0dadfe35a6c5a6906e2e798f3557eef86b0d62f,Whois_Name_fb526458ec9ab07dcd2f9167a7afcb74e8dab8e29ceb56f235618d7aa7cc8096
330669,r_cert,Domain_4575b102626ff409240ccc96e0dadfe35a6c5a6906e2e798f3557eef86b0d62f,Cert_30a35a1fd0a8f011764330792559ca4e88719a55dec3ff491133b1f5f9ce58d8
330680,r_dns_a,Domain_c379e196394439bc1ffe68cf0dd0482135cb4890ea7daa11c3f30304fb1c83c1,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330699,r_dns_a,Domain_197a8b7886eddcf5227cbc2507b48a4e04b7d81d5f25a7f071a756d860b0b345,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330722,r_subdomain,Domain_33cd0f3be6fe0a1d74f5ed98a539ab9f0bf18925a09c44e9ce3d867da2149f57,Domain_6bc97945f8ac65746f9e098d13b39b5aefa43c901e3e1ed0d91585e60d6447c5
330752,r_dns_a,Domain_197a8b7886eddcf5227cbc2507b48a4e04b7d81d5f25a7f071a756d860b0b345,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330762,r_whois_name,Domain_c379e196394439bc1ffe68cf0dd0482135cb4890ea7daa11c3f30304fb1c83c1,Whois_Name_b7ccc20559dd27a474bca4b79f8a80b1d221c4048daa5f767f15ff157da476c0
330782,r_cert,Domain_c379e196394439bc1ffe68cf0dd0482135cb4890ea7daa11c3f30304fb1c83c1,Cert_9ea0a038124aeef95c22209d2e52f768a543a70ad674a51b2e7159b5d34e35a0
330783,r_dns_a,Domain_33cd0f3be6fe0a1d74f5ed98a539ab9f0bf18925a09c44e9ce3d867da2149f57,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330801,r_subdomain,Domain_d4d37f228be6a994311a5b02dd4b496f813ad63c25c584db2a82078331850ec3,Domain_abc19e22c30167a7138281336fd4d5182daae35b1e2f166853c64b5f27e46c37
330804,r_whois_name,Domain_197a8b7886eddcf5227cbc2507b48a4e04b7d81d5f25a7f071a756d860b0b345,Whois_Name_3fcb12ea0a0ed77fe09018852b9f5fd9cb8318db65c24faefd2ce32c388237bb
330833,r_dns_a,Domain_33cd0f3be6fe0a1d74f5ed98a539ab9f0bf18925a09c44e9ce3d867da2149f57,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330860,r_dns_a,Domain_d4d37f228be6a994311a5b02dd4b496f813ad63c25c584db2a82078331850ec3,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330867,r_subdomain,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,Domain_de89bf0d4f2040d9e6aa97e6ba76b50aeb4b9f3c7323e3030a0e53f9f993ee05
330889,r_dns_a,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,IP_65f41b66882ed8f4b4f2cbb72219da89d636d82fdda92cc61423e0c14070e579
330903,r_dns_a,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,IP_66d5d9c5e62a1b9e34910456c27ace0ff85e12506cd89a5d425e530947975458
330908,r_dns_a,Domain_d4d37f228be6a994311a5b02dd4b496f813ad63c25c584db2a82078331850ec3,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330913,r_dns_a,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,IP_23c8772cf91bb6be2526543a7537de5641ad07854e8815c016977bc09ad30146
330922,r_subdomain,Domain_a234605e3f4e03f13d2dd46a63092b8793de3d7ccb698a50243dfab1ba9a02d8,Domain_434ec29799c2e4959f587bdf55b2b790ebefceb6ac9f2dc4d777b4fba2848822
330930,r_dns_a,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330939,r_dns_a,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,IP_fd3d59b5f74b52878ed37cc3cb7a10e98335ced1a9b708066833a6c1eab12ab2
330950,r_dns_a,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,IP_7800276971d4e1d5c2ef8acf2a03d82361e263d1b1f941640bb64636b68034e6
330962,r_dns_a,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,IP_d7e23ee5b3a6a6df7c9318a9f2eeb47178bd2ceb911f42c63ce93c73b7f3ebaf
330965,r_cert,Domain_d4d37f228be6a994311a5b02dd4b496f813ad63c25c584db2a82078331850ec3,Cert_4addcb4ff6969343c30fc663b432569cf5bb4ecdffbfe3e7670b69661d2705d9
330976,r_dns_a,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
330982,r_dns_a,Domain_a234605e3f4e03f13d2dd46a63092b8793de3d7ccb698a50243dfab1ba9a02d8,IP_33a86b035f506cef7386b17094b4886da0caf162a343faf842ba0afd22e2310a
330989,r_dns_a,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,IP_437fbf69fd705813abd0eb24687458bf1c3efccab9b98ef3846faced666741e8
331000,r_dns_a,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,IP_ad208364e4cb5937b5385dc95f3a3a8430d1f882d6210c7629a05cdcc15aa843
331009,r_dns_a,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,IP_db9acd61a38f519ad03241a434be5b98b2ccf1ca7f7411c5100a2a980b4b281a
331023,r_whois_name,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,Whois_Name_ad130243b90dfc30bb360bbd51abc481ef175b1a52632e07818ba07a6f3a8375
331030,r_dns_a,Domain_a234605e3f4e03f13d2dd46a63092b8793de3d7ccb698a50243dfab1ba9a02d8,IP_2a43b74bf0596e4e7aada857d1e67cc41365b5727b30986a4e8c9d954c280593
331043,r_cert,Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,Cert_5cdab25b60c693e174b1c0f29d65987a0168f1f8b7e21c10adc5fc3c3c1a4dc4
